Therapeutic Class,Drug Name,Dosage Form,Status
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS,DIOVAN HCT,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS,VALSARTAN/HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS,AMLODIPINE/VALSARTAN/HYDROCHLOROTHIAZIDE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS,EXFORGE HCT,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS,OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKER COMBINATIONS,TRIBENZOR,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,EDARBI,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,ATACAND,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,CANDESARTAN CILEXETIL,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,AVAPRO,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,IRBESARTAN,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,COZAAR,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,LOSARTAN POTASSIUM,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,BENICAR,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,OLMESARTAN MEDOXOMIL,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,MICARDIS,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,TELMISARTAN,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,VALSARTAN,SOLN,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,DIOVAN,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANGIOTENSIN II RECEPTOR BLOCKERS,VALSARTAN,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,CLONIDINE,PTWK,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,CLONIDINE HYDROCHLORIDE ER,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,NEXICLON XR,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,CLONIDINE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,GUANFACINE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,METHYLDOPA,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,CARDURA,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,DOXAZOSIN,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,DOXAZOSIN MESYLATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,MINIPRESS,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,PRAZOSIN HYDROCHLORIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,TERAZOSIN HCL,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : ANTIADRENERGICS,TERAZOSIN HYDROCHLORIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKER COMBINATIONS,ATENOLOL/CHLORTHALIDONE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKER COMBINATIONS,TENORETIC 100,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKER COMBINATIONS,TENORETIC 50,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKER COMBINATIONS,BISOPROLOL FUMARATE/HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKER COMBINATIONS,ZIAC,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKER COMBINATIONS,METOPROLOL/HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,NADOLOL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PINDOLOL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,INDERAL LA,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PROPRANOLOL HCL ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PROPRANOLOL HYDROCHLORIDE ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,HEMANGEOL,SOLN,PREFERRED_WITH_PA
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PROPRANOLOL HCL,SOLN,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PROPRANOLOL HYDROCHLORIDE,SOLN,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PROPRANOLOL HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,PROPRANOLOL HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,INDERAL XL,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,INNOPRAN XL,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTYLIZE,SOLN,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,BETAPACE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SORINE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTALOL HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTALOL HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,BETAPACE AF,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTALOL HCL (AF),TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTALOL HCL AF,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTALOL HYDROCHLORIDE (AF),TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,SOTALOL HYDROCHLORIDE AF,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,TIMOLOL MALEATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,ACEBUTOLOL HCL,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,ACEBUTOLOL HYDROCHLORIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,ATENOLOL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,TENORMIN,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,BETAXOLOL HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,BISOPROLOL FUMARATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,KAPSPARGO SPRINKLE,CS24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,METOPROLOL SUCCINATE ER,TB24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,TOPROL XL,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,LOPRESSOR,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,METOPROLOL TARTRATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,BYSTOLIC,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,NEBIVOLOL,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,NEBIVOLOL HYDROCHLORIDE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,CARVEDILOL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,COREG,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,CARVEDILOL PHOSPHATE ER,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,COREG CR,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : BETA-BLOCKERS,LABETALOL HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,KATERZIA,SUSP,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NORLIQVA,SOLN,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,AMLODIPINE BESYLATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NORVASC,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HCL ER,CP12,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HYDROCHLORIDE ER,CP12,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HYDROCHLORIDE ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILT-XR,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,CARDIZEM,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,CARDIZEM LA,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HCL ER,TB24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HYDROCHLORIDE ER,TB24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,MATZIM LA,TB24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HCL ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HYDROCHLORIDE ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,TIADYLT ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,TIAZAC,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,CARDIZEM CD,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,CARTIA XT,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HCL CD,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,DILTIAZEM HYDROCHLORIDE ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,FELODIPINE ER,TB24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,ISRADIPINE,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NICARDIPINE HCL,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NICARDIPINE HYDROCHLORIDE,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NIFEDIPINE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NIFEDIPINE ER,TB24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,PROCARDIA XL,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NIMODIPINE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NIMODIPINE,SOLN,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NYMALIZE,SOLN,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,NISOLDIPINE ER,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,SULAR,TB24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HCL ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HCL SR,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HYDROCHLORIDE ER,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HYDROCHLORIDE SR,CP24,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERELAN PM,CP24,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HCL ER,TBCR,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,VERAPAMIL HYDROCHLORIDE ER,TBCR,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : CALCIUM CHANNEL BLOCKERS,LEVAMLODIPINE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,ALISKIREN,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,TEKTURNA,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,EPLERENONE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,INSPRA,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,PHENOXYBENZAMINE HYDROCHLORIDE,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,DEMSER,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,METYROSINE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,HYDRALAZINE HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,HYDRALAZINE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS - ANTIHYPERTENSIVES : MISC,MINOXIDIL,TABS,PREFERRED
CARDIOVASCULAR AGENTS - CARDIOTONICS : CARDIAC GLYCOSIDES,DIGOXIN,SOLN,PREFERRED
CARDIOVASCULAR AGENTS - CARDIOTONICS : CARDIAC GLYCOSIDES,DIGOXIN,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS - CARDIOTONICS : CARDIAC GLYCOSIDES,DIGOXIN,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,ISORDIL TITRADOSE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,ISOSORBIDE DINITRATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,ISOSORBIDE MONONITRATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,ISOSORBIDE MONONITRATE ER,TB24,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITRO-BID,OINT,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,GONITRO,PACK,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITRO-DUR,PT24,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITROGLYCERIN TRANSDERMAL,PT24,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITROGLYCERIN,SOLN,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITROLINGUAL,SOLN,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITROGLYCERIN,SUBL,PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,NITROSTAT,SUBL,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,ASPRUZYO SPRINKLE,PACK,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIANGINAL AGENTS,RANOLAZINE ER,TB12,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,DISOPYRAMIDE PHOSPHATE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,NORPACE,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,NORPACE CR,CP12,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,QUINIDINE GLUCONATE CR,TBCR,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,QUINIDINE GLUCONATE ER,TBCR,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,QUINIDINE SULFATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,MEXILETINE HCL,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,MEXILETINE HYDROCHLORIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,FLECAINIDE ACETATE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,PROPAFENONE HYDROCHLORIDE ER,CP12,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,PROPAFENONE HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,PROPAFENONE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,AMIODARONE HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,AMIODARONE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,PACERONE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,DOFETILIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,TIKOSYN,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS : ANTIARRHYTHMICS,MULTAQ,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,ACETAZOLAMIDE ER,CP12,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,ACETAZOLAMIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,DICHLORPHENAMIDE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,KEVEYIS,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,ORMALVI,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,METHAZOLAMIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,BUMETANIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,BUMEX,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,EDECRIN,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,ETHACRYNIC ACID,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,FUROSEMIDE,SOLN,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,FUROSEMIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,LASIX,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,TORSEMIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,AMILORIDE HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,AMILORIDE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,CAROSPIR,SUSP,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,SPIRONOLACTONE,SUSP,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,ALDACTONE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,SPIRONOLACTONE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,TRIAMTERENE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,DIURIL,SUSP,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,CHLORTHALIDONE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,THALITONE,TABS,NON_PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,HYDROCHLOROTHIAZIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,INDAPAMIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,METOLAZONE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,AMILORIDE/HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,SPIRONOLACTONE/HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,TRIAMTERENE/HYDROCHLOROTHIAZIDE,CAPS,PREFERRED
CARDIOVASCULAR AGENTS : DIURETICS,TRIAMTERENE/HYDROCHLOROTHIAZIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : MISC,MIDODRINE HCL,TABS,PREFERRED
CARDIOVASCULAR AGENTS : MISC,MIDODRINE HYDROCHLORIDE,TABS,PREFERRED
CARDIOVASCULAR AGENTS : MISC,DROXIDOPA,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS : MISC,NORTHERA,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS : MISC,CAMZYOS,CAPS,NON_PREFERRED
CARDIOVASCULAR AGENTS : MISC,LODOCO,TABS,NON_PREFERRED
