therapeutic_class,status,pdl_name
"HEMATOLOGIC AGENTS, HEMATOPOIETIC AGENTS",Non-Preferred,Methoxy Polyethylene Glycol-Epoetin Beta Syringe (Mircera)
"HEMATOLOGIC AGENTS, HEMATOPOIETIC AGENTS",Non-Preferred,Vadadustat Tablet (Vafseo)
HEMODIALYSIS,Non-Preferred,Calcium Acetate Tablet (Generic; Calphron)
HEMODIALYSIS,Non-Preferred,Calcium Carbonate/Magnesium Carbonate/FA (MagneBind 400 Rx)
HEMODIALYSIS,Non-Preferred,Ferric Citrate Tablet (Auryxia)
HEMODIALYSIS,Non-Preferred,Lanthanum Carbonate Chewable Tablet (Generic; Fosrenol)
HEMODIALYSIS,Non-Preferred,Lanthanum Carbonate Powder Pack (Fosrenol)
HEMODIALYSIS,Non-Preferred,Sevelamer Carbonate Powder Pack (Generic; Renvela)
HEMODIALYSIS,Non-Preferred,Sevelamer Carbonate Tablet (Renvela)
HEMODIALYSIS,Non-Preferred,Sevelamer HCl Tablet (AG; Generic for RenaGel)
HEMODIALYSIS,Non-Preferred,Sucroferric Oxyhydroxide Chewable Tablet (Velphoro)
HEMODIALYSIS,Non-Preferred,Tenapanor Tablet (Xphozah)
HEMOPHILIA TREATMENT,Non-Preferred,Anti-Inhibitor Coagulant Complex (Feiba NF)
HEMOPHILIA TREATMENT,Non-Preferred,Concizumab-mtci (Alhemo)
HEMOPHILIA TREATMENT,Non-Preferred,Etranacogene Dezaparvovec-drlb (Hemgenix)
HEMOPHILIA TREATMENT,Non-Preferred,Factor IX Complex (PCC) 3-Factor (Profilnine SD)
HEMOPHILIA TREATMENT,Non-Preferred,Factor IX Human (AlphaNine SD)
HEMOPHILIA TREATMENT,Non-Preferred,Factor IX Human Recombinant (Ixinity)
HEMOPHILIA TREATMENT,Non-Preferred,Factor IX Recombinant (Rixubis)
HEMOPHILIA TREATMENT,Non-Preferred,"Factor IX Recombinant, Albumin Fusion (Idelvion)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor IX Recombinant, Fc Fusion Protein (Alprolix)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIIa, (Recombinant)-jncw (Sevenfact)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Full-Length (Advate)"
HEMOPHILIA TREATMENT,Non-Preferred,Factor VIII (Kogenate FS)
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Full-Length PEGylated (Adynovate)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Human (Hemofil-M)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Human Kit (Koate DVI)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Human Vial (Koate DVI)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Recombinant Fc-VWF-XTEN Fusion Protein-ehtl (Altuviiio)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Recombinant Glycopegylated-exei (Esperoct)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Recombinant Porcine (Obizur)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Recombinant (Recombinate)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Recombinant, Fc Fusion (Eloctate)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor VIII, Single-Chain, B-Domain Truncated (Afstyla)"
HEMOPHILIA TREATMENT,Non-Preferred,"Factor XIII A-Subunit, Recombinant (Tretten)"
HEMOPHILIA TREATMENT,Non-Preferred,Fidanacogene Elaparvovec-dzkt (Beqvez)
HEMOPHILIA TREATMENT,Non-Preferred,Prothrombin Complex Concentrate Human-lans (Balfaxar)
HEMOPHILIA TREATMENT,Non-Preferred,Marstacimab-hncq (Hympavzi)
HEMOPHILIA TREATMENT,Non-Preferred,Valoctocogene Roxaparvovec-rvox (Roctavian)
HEMOPHILIA TREATMENT,Non-Preferred,"Von Willebrand Factor, Recombinant (Vonvendi)"
HEREDITARY ANGIOEDEMA,Non-Preferred,Berotralstat Hydrochloride Capsule (Orladeyo)
HEREDITARY ANGIOEDEMA,Non-Preferred,"C1 Esterase Inhibitor Intravenous Kit, Vial (Berinert)"
HEREDITARY ANGIOEDEMA,Non-Preferred,C1 Esterase Inhibitor Intravenous Vial (Cinryze)
HEREDITARY ANGIOEDEMA,Non-Preferred,"C1 Esterase Inhibitor, Recombinant Intravenous Vial (Ruconest)"
HEREDITARY ANGIOEDEMA,Non-Preferred,Ecallantide Subcutaneous Vial (Kalbitor)
HEREDITARY ANGIOEDEMA,Non-Preferred,Icatibant Acetate Subcutaneous Syringe (Firazyr)
HEREDITARY ANGIOEDEMA,Non-Preferred,"Lanadelumab-flyo Subcutaneous Syringe, Vial (Takhzyro)"
IDIOPATHIC PULMONARY FIBROSIS,Non-Preferred,"Pirfenidone Capsule, Tablet (Esbriet)"
IMMUNE GLOBULINS (IG),Non-Preferred,Cytomegalovirus IG IV [(Human) Cytogam]
IMMUNE GLOBULINS (IG),Non-Preferred,Hepatitis B IG Intravenous [(Human) HepaGam B]
IMMUNE GLOBULINS (IG),Non-Preferred,Hepatitis B IG Syringe [(Human) HyperHEP B S/D]
IMMUNE GLOBULINS (IG),Non-Preferred,Hepatitis B IG Vial [(Human) HyperHEP B S/D]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Infusion [(Human) Hyqvia]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Injection [(Human) Gammaked]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human) Flebogamma DIF]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human) Gammagard S/D]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human) Gammaplex]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human) Octagam]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human-ifas) Panzyga]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human-slra) Asceniv]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Intravenous [(Human) Bivigam]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Subcutaneous [(Human) Cuvitru]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Subcutaneous [(Human-hipp) Cutaquig]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Subcutaneous [(Human-klhw) Xembify]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Vial [(Human) GamaSTAN]
IMMUNE GLOBULINS (IG),Non-Preferred,IG Vial [(Human-stwk) Alyglo]
IMMUNE GLOBULINS (IG),Non-Preferred,Rabies IG [(Human) Kedrab]
IMMUNE GLOBULINS (IG),Non-Preferred,Rabies IG Vial [(Human) HyperRAB]
IMMUNE GLOBULINS (IG),Non-Preferred,Varicella Zoster IG [(Human) Varizig]
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Avacopan Capsule (Tavneos)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Azathioprine Tablet (Azasan; Imuran)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Belumosudil Tablet (Rezurock)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,"Cyclosporine Capsule 25 mg, 100 mg (Generic; Sandimmune)"
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Cyclosporine Capsule – MODIFIED (Neoral)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Cyclosporine Solution – MODIFIED (Generic; Neoral)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Everolimus Tablet (Generic; Zortress)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,"Mycophenolate Mofetil Capsule, Tablet (CellCept)"
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Mycophenolate Mofetil Suspension (Generic; CellCept)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Mycophenolate Mofetil Suspension (Myhibbin)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Mycophenolic Acid as Mycophenolate Sodium Tablet (Myfortic)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,"Tacrolimus Capsule, Granule Packet (Prograf)"
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Tacrolimus ER Capsule (Astagraf XL)
"IMMUNOSUPPRESSIVES, ORAL",Non-Preferred,Tacrolimus ER Tablet (Envarsus XR)
INFECTIOUS DISORDERS,Non-Preferred,"Amoxicillin/Clavulanate ER Tablet, Chewable Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Amoxicillin/Clavulanate Suspension (Augmentin 125mg/5ml)
INFECTIOUS DISORDERS,Non-Preferred,"Cefaclor Capsule, ER Tablet, Suspension (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,"Cefadroxil Suspension, Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Cefixime Capsule (AG; Generic for Suprax)
INFECTIOUS DISORDERS,Non-Preferred,Cefixime Suspension (Generic for Suprax)
INFECTIOUS DISORDERS,Non-Preferred,"Cefpodoxime Proxetil Suspension, Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Cephalexin Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Ciprofloxacin Suspension (Generic; Cipro)
INFECTIOUS DISORDERS,Non-Preferred,Ciprofloxacin Tablet (Cipro)
INFECTIOUS DISORDERS,Non-Preferred,Delafloxacin Tablet (Baxdela)
INFECTIOUS DISORDERS,Non-Preferred,Levofloxacin Solution (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Moxifloxacin Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Ofloxacin Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,"Fecal Microbiota Spores, Live-brpk (Vowst)"
INFECTIOUS DISORDERS,Non-Preferred,"Fidaxomicin Suspension, Tablet (Dificid)"
INFECTIOUS DISORDERS,Non-Preferred,Metronidazole Capsule (Generic; Flagyl)
INFECTIOUS DISORDERS,Non-Preferred,Metronidazole Suspension (Likmez)
INFECTIOUS DISORDERS,Non-Preferred,Metronidazole 125mg Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Nitazoxanide Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Paromomycin Capsule (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Rifamycin Tablet (Aemcolo)
INFECTIOUS DISORDERS,Non-Preferred,Rifaximin Tablet (Xifaxan)
INFECTIOUS DISORDERS,Non-Preferred,Secnidazole Oral Granules (SolosecTM)
INFECTIOUS DISORDERS,Non-Preferred,Vancomycin HCl Capsule (Vancocin)
INFECTIOUS DISORDERS,Non-Preferred,Vancomycin Solution (AG; Generic; Firvanq)
INFECTIOUS DISORDERS,Non-Preferred,Vancomycin Solution 250mg/5ml (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Amikacin Inhalation Suspension (Arikayce)
INFECTIOUS DISORDERS,Non-Preferred,Aztreonam Solution (Cayston)
INFECTIOUS DISORDERS,Non-Preferred,Tobramycin Solution (AG; Generic; Bethkis)
INFECTIOUS DISORDERS,Non-Preferred,Tobramycin Solution (Tobi)
INFECTIOUS DISORDERS,Non-Preferred,Tobramycin Inhalation Solution Pak (AG; Kitabis Pak)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Capsule (Cleocin)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Palmitate Solution (Cleocin)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Phosphate in D5W Piggyback Injection (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Phosphate Injection Vial (Generic; Cleocin)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin in 0.9% Sodium Chloride Piggyback Intravenous (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Lincomycin HCl Vial (Generic; Lincocin)
INFECTIOUS DISORDERS,Non-Preferred,"Azithromycin Packet, Suspension, Tablet (Zithromax)"
INFECTIOUS DISORDERS,Non-Preferred,"Clarithromycin ER Tablet, Suspension (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,"Erythromycin Base DR Capsule, Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Erythromycin Base DR Tablet (Ery-Tab)
INFECTIOUS DISORDERS,Non-Preferred,Erythromycin Ethyl Succinate Suspension (AG; Generic; EryPed 200; EryPed 400)
INFECTIOUS DISORDERS,Non-Preferred,Erythromycin Ethyl Succinate Suspension (E.E.S. 200)
INFECTIOUS DISORDERS,Non-Preferred,Erythromycin Ethyl Succinate Tablet (E.E.S.  400)
INFECTIOUS DISORDERS,Non-Preferred,Erythromycin Stearate Filmtab (Erythrocin)
INFECTIOUS DISORDERS,Non-Preferred,Nitrofurantoin Monohydrate Macrocrystals Capsule 100 mg (Macrobid)
INFECTIOUS DISORDERS,Non-Preferred,Nitrofurantoin Suspension (AG; Generic for Furadantin)
INFECTIOUS DISORDERS,Non-Preferred,Linezolid in 0.9% Sodium Chloride IV (AG)
INFECTIOUS DISORDERS,Non-Preferred,Linezolid in Dextrose 5% IV (Generic; Zyvox)
INFECTIOUS DISORDERS,Non-Preferred,Linezolid Suspension (AG; Generic; Zyvox)
INFECTIOUS DISORDERS,Non-Preferred,Linezolid Tablet (Zyvox)
INFECTIOUS DISORDERS,Non-Preferred,"Tedizolid IV, Tablet (Sivextro)"
INFECTIOUS DISORDERS,Non-Preferred,"Lefamulin Acetate Tablet, Vial (Xenleta)"
INFECTIOUS DISORDERS,Non-Preferred,Demeclocycline Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Doxycycline Hyclate DR Tablet (Doryx MPC)
INFECTIOUS DISORDERS,Non-Preferred,Doxycycline Hyclate DR Tablet (AG; Generic; Doryx)
INFECTIOUS DISORDERS,Non-Preferred,Doxycycline Hyclate Capsule/Skin Cleanser (Morgidox Kit)
INFECTIOUS DISORDERS,Non-Preferred,Doxycycline Monohydrate 40 mg DR Capsule (AG; Oracea)
INFECTIOUS DISORDERS,Non-Preferred,"Doxycycline Monohydrate Capsule 75 mg, 150 mg (AG; Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Doxycycline Monohydrate Suspension (Generic)
INFECTIOUS DISORDERS,Non-Preferred,"Minocycline ER Tablet, Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Omadacycline Tosylate Tablet (Nuzyra)
INFECTIOUS DISORDERS,Non-Preferred,"Tetracycline Capsule, Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Vaginal Cream (Cleocin)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Vaginal Cream (Clindesse)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Vaginal Gel (Xaciato)
INFECTIOUS DISORDERS,Non-Preferred,Clindamycin Vaginal Ovules (Cleocin)
INFECTIOUS DISORDERS,Non-Preferred,Metronidazole Vaginal Gel (Vandazole)
INFECTIOUS DISORDERS,Non-Preferred,"Fluconazole Suspension, Tablet (Diflucan)"
INFECTIOUS DISORDERS,Non-Preferred,Flucytosine Capsule (AG; Generic)
INFECTIOUS DISORDERS,Non-Preferred,"Griseofulvin Tablet, Ultramicrosize Tablet (Generic)"
INFECTIOUS DISORDERS,Non-Preferred,Ibrexafungerp Citrate Tablet (Brexafemme)
INFECTIOUS DISORDERS,Non-Preferred,Isavuconazonium Capsule (Cresemba)
INFECTIOUS DISORDERS,Non-Preferred,"Itraconazole Capsule, Solution (Generic; Sporanox)"
INFECTIOUS DISORDERS,Non-Preferred,Itraconazole Capsule (Tolsura)
INFECTIOUS DISORDERS,Non-Preferred,Ketoconazole Tablet (Generic)
INFECTIOUS DISORDERS,Non-Preferred,Miconazole Buccal Tablet (Oravig)
INFECTIOUS DISORDERS,Non-Preferred,Oteseconazole Capsule (Vivjoa)
INFECTIOUS DISORDERS,Non-Preferred,Posaconazole Suspension Packet (Noxafil)
INFECTIOUS DISORDERS,Non-Preferred,"Posaconazole Suspension, Tablet (AG; Generic; Noxafil)"
INFECTIOUS DISORDERS,Non-Preferred,"Voriconazole Suspension, Tablet (Generic; Vfend)"
INFECTIOUS DISORDERS,Non-Preferred,"Entecavir Solution, Tablet (Baraclude)"
INFECTIOUS DISORDERS,Non-Preferred,Elbasvir/Grazoprevir Tablet (Zepatier)
INFECTIOUS DISORDERS,Non-Preferred,"Glecaprevir/Pibrentasvir Pellet Pack, Tablet (Mavyret)"
INFECTIOUS DISORDERS,Non-Preferred,Ledipasvir/Sofosbuvir Tablet (AG; Harvoni)
INFECTIOUS DISORDERS,Non-Preferred,Ledipasvir/Sofosbuvir Pellet Pack (Harvoni)
INFECTIOUS DISORDERS,Non-Preferred,"Sofosbuvir Pellet Pack, Tablet (Sovaldi)"
INFECTIOUS DISORDERS,Non-Preferred,"Sofosbuvir/Velpatasvir Pellet Pack, Tablet (Epclusa)"
INFECTIOUS DISORDERS,Non-Preferred,Sofosbuvir/Velpatasvir/Voxilaprevir Tablet (Vosevi)
INFECTIOUS DISORDERS,Non-Preferred,Ribavirin Capsule (Generic)
LUPUS IMMUNOMODULATORS,Non-Preferred,Anifrolumab-fnia Vial (Saphnelo)
LUPUS IMMUNOMODULATORS,Non-Preferred,"Belimumab Auto-Injector, IV, Syringe, Vial (Benlysta)"
LUPUS IMMUNOMODULATORS,Non-Preferred,Voclosporin Capsule (Lupkynis)
METHOTREXATE,Non-Preferred,Methotrexate Auto-Injector (Otrexup)
METHOTREXATE,Non-Preferred,Methotrexate Auto-Injector (Rasuvo)
METHOTREXATE,Non-Preferred,Methotrexate Solution (Jylamvo)
METHOTREXATE,Non-Preferred,Methotrexate Solution (Xatmep)
METHOTREXATE,Non-Preferred,Methotrexate Tablet (Trexall)
MOVEMENT DISORDER,Non-Preferred,Tetrabenazine Tablet (Xenazine)
MULTIPLE SCLEROSIS,Non-Preferred,Alemtuzumab Vial (Lemtrada)
MULTIPLE SCLEROSIS,Non-Preferred,Cladribine Tablet (Mavenclad)
MULTIPLE SCLEROSIS,Non-Preferred,Dalfampridine ER Tablet (Ampyra)
MULTIPLE SCLEROSIS,Non-Preferred,"Dimethyl Fumarate Capsule, Starter Pack (Tecfidera)"
MULTIPLE SCLEROSIS,Non-Preferred,Diroximel Fumarate Capsule (Vumerity)
MULTIPLE SCLEROSIS,Non-Preferred,Fingolimod Capsule (Gilenya)
MULTIPLE SCLEROSIS,Non-Preferred,Fingolimod Lauryl Sulfate Orally Disintegrating Tablet (Tascenso ODT)
MULTIPLE SCLEROSIS,Non-Preferred,"Glatiramer Acetate Syringe 20mg, 40mg (Copaxone)"
MULTIPLE SCLEROSIS,Non-Preferred,"Interferon β-1a Auto-Injector, Titration Pack (Rebif Rebidose)"
MULTIPLE SCLEROSIS,Non-Preferred,"Interferon β-1a Syringe, Titration Pack (Rebif)"
MULTIPLE SCLEROSIS,Non-Preferred,Monomethyl Fumarate Capsule DR (Bafiertam)
MULTIPLE SCLEROSIS,Non-Preferred,Natalizumab Vial (Tysabri)
MULTIPLE SCLEROSIS,Non-Preferred,Ocrelizumab Vial (Ocrevus)
MULTIPLE SCLEROSIS,Non-Preferred,Ocrelizumab and Hyaluronidase-ocsq Vial (Ocrevus Zunovo)
MULTIPLE SCLEROSIS,Non-Preferred,"Ozanimod Capsule, Starter Kit, Starter Pack (Zeposia)"
MULTIPLE SCLEROSIS,Non-Preferred,"Peginterferon β -1a IM, Subcutaneous (Plegridy)"
MULTIPLE SCLEROSIS,Non-Preferred,"Ponesimod Starter Pack, Tablet (Ponvory)"
MULTIPLE SCLEROSIS,Non-Preferred,"Siponimod Dose Pack, Tablet (Mayzent)"
MULTIPLE SCLEROSIS,Non-Preferred,Teriflunomide Tablet (Aubagio)
MULTIPLE SCLEROSIS,Non-Preferred,Ublituximab-xiiy Vial (Briumvi)
MULTIVITAMINS,Non-Preferred,FA/MVI Ther-Min/Lycopene/Lutein (Corvita; Corvite)
MULTIVITAMINS,Non-Preferred,MVI Combo No.61/FA (Altrixa)
MULTIVITAMINS,Non-Preferred,MVI/Iron/Minerals No.5/FA Caplet (Strovite Forte)
MULTIVITAMINS,Non-Preferred,MVI/MineralsNo.9/FA/Saw Palmetto (Udamin SP)
MULTIVITAMINS,Non-Preferred,MVI No.58/FA Chew Tab (DermacinRx Davimet)
MULTIVITAMINS,Non-Preferred,MVI No.62/Iron/Levomefolate Chew Tab (DermacinRx Davimet with Iron)
MULTIVITAMINS,Non-Preferred,MVI No.73/Iron/FA (DermacinRx Dexatran)
MULTIVITAMINS,Non-Preferred,MVI No.86/FA (DermacinRx - Multitam / Venexa / Ventrixyl / Vitramyn / Vitranol / Vitrexate / Vitrexyl)
MULTIVITAMINS,Non-Preferred,MVI No.86/Iron/FA (DermacinRx – Venexa FE / Ventrixyl FE / Vitranol FE / Vitrexate FE / Vitrexyl + Iron)
MULTIVITAMINS,Non-Preferred,MVI No.89/Iron/FA (DermacinRx – Folitin-Z / Ribotin-E / Zintrexyl-C)
MULTIVITAMINS,Non-Preferred,MVI No.105/Levomefolate/K1 (DermacinRx Diatrol)
MULTIVITAMINS,Non-Preferred,MVI No.109/Iron/Levomefolate (DermacinRx Finazol)
ONCOLOGY,Non-Preferred,Abemaciclib Tablet (Verzenio)
ONCOLOGY,Non-Preferred,Alpelisib Tablet (Piqray)
ONCOLOGY,Non-Preferred,Anastrozole Tablet (Arimidex)
ONCOLOGY,Non-Preferred,Capecitabine Tablet (Xeloda)
ONCOLOGY,Non-Preferred,Capivasertib Tablet (Truqap)
ONCOLOGY,Non-Preferred,Elacestrant Tablet (Orserdu)
ONCOLOGY,Non-Preferred,Exemestane Tablet (Aromasin)
ONCOLOGY,Non-Preferred,Fulvestrant Syringe (Faslodex)
ONCOLOGY,Non-Preferred,Inavolisib (Itovebi)
ONCOLOGY,Non-Preferred,Lapatinib Ditosylate Tablet (Generic; Tykerb)
ONCOLOGY,Non-Preferred,Letrozole Tablet (Femara)
ONCOLOGY,Non-Preferred,Neratinib Maleate Tablet (Nerlynx)
ONCOLOGY,Non-Preferred,"Palbociclib Capsule, Tablet (Ibrance)"
ONCOLOGY,Non-Preferred,Ribociclib Succinate/Letrozole Tablet (Kisqali/Femara Kit)
ONCOLOGY,Non-Preferred,Talazoparib Capsule (Talzenna)
ONCOLOGY,Non-Preferred,Tamoxifen Citrate Solution (Soltamox)
ONCOLOGY,Non-Preferred,Toremifene Citrate Tablet (Generic; Fareston)
ONCOLOGY,Non-Preferred,Tucatinib Tablet (Tukysa)
ONCOLOGY,Non-Preferred,"Acalabrutinib Capsule, Tablet (Calquence)"
ONCOLOGY,Non-Preferred,Asciminib Tablet (Scemblix)
ONCOLOGY,Non-Preferred,Azacitidine Tablet (Onureg)
ONCOLOGY,Non-Preferred,"Bosutinib Capsule, Tablet (Bosulif)"
ONCOLOGY,Non-Preferred,Decitabine/Cedazuridine Tablet (Inqovi)
ONCOLOGY,Non-Preferred,Duvelisib Capsule (Copiktra)
ONCOLOGY,Non-Preferred,Enasidenib Mesylate Tablet (Idhifa)
ONCOLOGY,Non-Preferred,Fedratinib Capsule (Inrebic)
ONCOLOGY,Non-Preferred,Gilterinib Tablet (Xospata)
ONCOLOGY,Non-Preferred,Glasdegib Tablet (Daurismo)
ONCOLOGY,Non-Preferred,Hydroxyurea Capsule (Hydrea)
ONCOLOGY,Non-Preferred,Ibrutinib Suspension (Imbruvica)
ONCOLOGY,Non-Preferred,Idelalisib Tablet (Zydelig)
ONCOLOGY,Non-Preferred,Imatinib Mesylate Tablet (Gleevec)
ONCOLOGY,Non-Preferred,Imatinib Mesylate Solution (Imkeldi)
ONCOLOGY,Non-Preferred,Ivosidenib Tablet (Tibsovo)
ONCOLOGY,Non-Preferred,Ixazomib Citrate Capsule (Ninlaro)
ONCOLOGY,Non-Preferred,Mercaptopurine Suspension (Purixan)
ONCOLOGY,Non-Preferred,Midostaurin Capsule (Rydapt)
ONCOLOGY,Non-Preferred,Momelotinib Tablet (Ojjaara)
ONCOLOGY,Non-Preferred,Nilotinib HCl Capsule (Tasigna)
ONCOLOGY,Non-Preferred,Nilotinib Tartrate Tablet (Danziten)
ONCOLOGY,Non-Preferred,Olutasidenib Capsule (Rezlidhia)
ONCOLOGY,Non-Preferred,Pacritinib Capsule (Vonjo)
ONCOLOGY,Non-Preferred,Pomalidomide Capsule (Pomalyst)
ONCOLOGY,Non-Preferred,Ponatinib HCl Tablet (Iclusig)
ONCOLOGY,Non-Preferred,Quizartinib Dihydrochloride (Vanflyta)
ONCOLOGY,Non-Preferred,Selinexor Tablet (Xpovio)
ONCOLOGY,Non-Preferred,Thalidomide Capsule (Thalomid)
ONCOLOGY,Non-Preferred,Thioguanine Tablet (Tabloid)
ONCOLOGY,Non-Preferred,Vorinostat Capsule (Zolinza)
ONCOLOGY,Non-Preferred,Zanubrutinib Capsule (Brukinsa)
ONCOLOGY,Non-Preferred,Adagrasib Tablet (Krazati)
ONCOLOGY,Non-Preferred,Brigatinib Tablet (Alunbrig)
ONCOLOGY,Non-Preferred,Capmatinib Tablet (Tabrecta)
ONCOLOGY,Non-Preferred,Ceritinib Tablet (Zykadia)
ONCOLOGY,Non-Preferred,Crizotinib Pellet (Xalkori)
ONCOLOGY,Non-Preferred,Dacomitinib Tablet (Vizimpro)
ONCOLOGY,Non-Preferred,"Entrectinib Capsule, Pellet Pack (Rozlytrek)"
ONCOLOGY,Non-Preferred,Erlotinib HCl Tablet (Generic; Tarceva)
ONCOLOGY,Non-Preferred,Gefitinib Tablet (Generic; Iressa)
ONCOLOGY,Non-Preferred,Lazertinib Tablet (Lazcluze)
ONCOLOGY,Non-Preferred,Lorlatinib Tablet (Lorbrena)
ONCOLOGY,Non-Preferred,Pralsetinib Capsule (Gavreto)
ONCOLOGY,Non-Preferred,Repotrectinib Capsule (Augtyro)
ONCOLOGY,Non-Preferred,Selpercatinib Capsule (Retevmo)
ONCOLOGY,Non-Preferred,Sotorasib Tablet (Lumakras)
ONCOLOGY,Non-Preferred,Tepotinib HCl Tablet (Tepmetko)
ONCOLOGY,Non-Preferred,Avapritinib Tablet (Ayvakit)
ONCOLOGY,Non-Preferred,Cabozantinib S-Malate Capsule (Cometriq)
ONCOLOGY,Non-Preferred,Erdafitinib Tablet (Balversa)
ONCOLOGY,Non-Preferred,Eflornithine Tablet (Iwilfin)
ONCOLOGY,Non-Preferred,Futibatinib Tablet Therapy Pack (Lytgobi)
ONCOLOGY,Non-Preferred,Fruquintinib Capsule (Fruzaqla)
ONCOLOGY,Non-Preferred,"Larotrectinib Capsule, Solution (Vitrakvi)"
ONCOLOGY,Non-Preferred,"Mirdametinib Capsule, Tablet for Suspension (Gomekli)"
ONCOLOGY,Non-Preferred,Niraparib Tosylate Tablet (Zejula)
ONCOLOGY,Non-Preferred,Nirogacestat Tablet (Ogsiveo)
ONCOLOGY,Non-Preferred,"Olaparib Capsule, Tablet (Lynparza)"
ONCOLOGY,Non-Preferred,Pemigatinib Tablet (Pemazyre)
ONCOLOGY,Non-Preferred,Pexidartinib Capsule (Turalio)
ONCOLOGY,Non-Preferred,Pirtobrutinib Tablet (Jaypirca)
ONCOLOGY,Non-Preferred,Regorafenib Tablet (Stivarga)
ONCOLOGY,Non-Preferred,Ripretinib Tablet (Qinlock)
ONCOLOGY,Non-Preferred,Rucaparib Camsylate Tablet (Rubraca)
ONCOLOGY,Non-Preferred,Tazemetostat Tablet (Tazverik)
ONCOLOGY,Non-Preferred,Trifluridine/Tipiracil HCl Tablet (Lonsurf)
ONCOLOGY,Non-Preferred,Vandetanib Tablet (Caprelsa)
ONCOLOGY,Non-Preferred,Vimseltinib Capsule (Romvimza)
ONCOLOGY,Non-Preferred,Vorasidenib Tablet (Voranigo)
