pdl_name,status,therapeutic_class
XYNTHA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
prenatal brands/generics with DHA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
prenatal brand/generics (without DHA),Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SELECT-OB + DHA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
TRICARE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL FE+,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL NANO,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL TAB CHEW,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL ULTRA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL-OB,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL-OB+DHA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VITAFOL-ONE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
corvita 150 generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERIVA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERIVA 21-7,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERIVA FA,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FERRALET 90,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
"FUSION PLUS, -SPRINKLE",Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
HEMOCYTE-F,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
HEMOCYTE PLS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
INTEGRA F,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
INTEGRA PLUS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SELENIOUS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
TANDEM PLUS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
AMICAR,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
"aminocaproic acid soln., tabs generic",Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
BERINERT,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
CABLIVI,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
CARBAGLU,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
CATHFLO ACTIVASE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
CINRYZE,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
dichlorphenamide generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
DROXIA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
EMPAVELI,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ENDARI,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FABHALTA,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
FIRAZYR,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
HAEGARDA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
hydroxyurea generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
icatibant generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
JYNARQUE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
KALBITOR,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
KLOR-CON,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
K-PHOS,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
LOKELMA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ORLADEYO,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
PALYNZIQ,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
pentoxifylline generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
potassium chloride generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
"potassium citrate 5meq, 10meq generic",Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
potassium citrate 15meq generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
potassium iodide soln. generic,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
PYRUKYND,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
RUCONEST,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SAMSCA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
SIKLOS,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
sapropterin tabs generic,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
TAKHZYRO,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
tranexamic acid inj.,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
UROCIT-K 15,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VELTASSA,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VIJOICE,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
VOYDEYA,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
XPHOZAH,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
XROMI,Non-Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
ZOKINVY,Preferred,NUTRITION / BLOOD MODIFIERS / ELECTROLYTES
CLEOCIN SUPPOSITORY,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
CLINDESSE,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
INTRAROSA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
methylergonovine generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
MYFEMBREE,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NUVESSA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ORIAHNN,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ORILISSA,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
OSPHENA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
SYNAREL,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
tranexamic acid tab generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
VANDAZOLE GEL,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
XACIATO GEL,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ANDROGEL 1.62% GEL PUMP,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
danazol generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
DELATESTRYL,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
DEPO-TESTOSTERONE,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
JATENZO,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
METHITEST,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
methyltestosterone cap generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NATESTO,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"testosterone gel generic (Fortesta, Testim, Vogelxo generics only)",Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
testosterone gel pump 1.62% (generic for Androgel),Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
testosterone gel pump (generics for Vogelxo),Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
testosterone injection generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
testosterone topical soln. generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
TLANDO,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
XYOSTED,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
DIVIGEL,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ELESTRIN,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"estradiol cream, patch generic",Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
estradiol tabs generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ESTRASORB,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
EVAMIST,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
IMVEXXY,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
MENEST,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
MINIVELLE,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
PREMARIN,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
VEOZAH,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
VIVELLE DOT,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
yuvafem (estradiol) vaginal tab generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ANGELIQ,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
BIJUVA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
CLIMARA PRO PATCH,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
COMBIPATCH,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
DUAVEE,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
estradiol/norethindrone generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
FEMRING,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
jinteli (norethindrone/estradiol 1mg-5mcg) generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
norethindrone/estradiol 0.5mg-2.5mcg generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
PREFEST,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
PREMPHASE,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
PREMPRO,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
CRINONE GEL,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
MEGACE ES,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
megestrol 40mg/ml susp generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
megestrol 625mg/5ml susp generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
progesterone caps generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
amethyst generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ANNOVERA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
aranelle (generic Tri-Norinyl),Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
BALCOLTRA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"camrese, -lo generic",Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
DEPO-SQ PROVERA 104,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
drospirenone/ethinyl estradiol/levomefolate generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ELLA,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
FEMLYV,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
generic Contraceptives (unless listed otherwise),Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
gildess 24 fe generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
gianvi (drospirenone/ethinyl estradiol) generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
jolessa generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
junel fe 24 generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
larin 24 fe generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
leena (generic Tri-Norinyl),Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
levonorgestrel 1.5mg generics (covered < 17 yrs old),Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"levonorgestrel/ethinyl estradiol (generic 
Seasonique/LoSeasonique)",Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
LO LOESTRIN FE,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
lomedia 24 fe generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
LO MINASTRIN FE,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
medroxyprogesterone 150mg/ml generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NATAZIA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NECON 1/50,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NEXTSTELLIS,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
norethindrone 0.35mg generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
norethindrone/ethinyl estradiol-fe chew tabs (generic for Generess Fe Chew),Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"norethindrone/ethinyl estradiol 7/7/7, alyacen, cyclafem, dasetta, necon, notrel, pirmella, etc. (generic for Ortho-Novum 7/7/7)",Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"norgestimate/ethinyl estradiol, tri-estaryll, tri-linyah, trinessa, tri-previfem, tri-sprintec, etc. (generic for Ortho Tri-Cyclen)",Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
"norgestimate/ethinyl estradiol, tri-lo estaryll, tri-lo marzia, tri-lo sprintec, etc., except for trinessa lo, (generic for Ortho Tri-cyclen Lo)",Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NORINYL 1+50,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
NUVARING,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
ocella generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
PHEXXI GEL,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
PLAN B ONE STEP (covered < 17 yrs old),Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
quasense generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
SAFYRAL,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
SLYND,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
tri-legest/tilia fe generic,Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
TWIRLA,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
TYBLUME,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
wymza fe chew (generic for Femcon FE Chew),Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
xulane (norelgestromin-ethinyl estradiol) generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
zarah generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
zenchent fe chew (generic for Femcon FE Chew),Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
zeosa chew generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
zovia 1/50e (ethynodiol) generic,Non-Preferred,OBSTETRICAL & GYNECOLOGICAL MEDICATIONS
BESIVANCE,Non-Preferred,OPHTHALMIC MEDICATIONS
CILOXAN ophth. oint.,Preferred,OPHTHALMIC MEDICATIONS
ciprofloxacin HCL drops,Preferred,OPHTHALMIC MEDICATIONS
gatifloxacin ophth. soln. generic,Non-Preferred,OPHTHALMIC MEDICATIONS
levofloxacin 0.5% ophth generic,Non-Preferred,OPHTHALMIC MEDICATIONS
"moxifloxacin ophthalmic soln. 0.5% (generic for 
Moxeza)",Non-Preferred,OPHTHALMIC MEDICATIONS
"moxifloxacin ophthalmic soln. 0.5% (generic for 
Vigamox)",Preferred,OPHTHALMIC MEDICATIONS
ofloxacin drops generic,Preferred,OPHTHALMIC MEDICATIONS
ZYMAXID,Non-Preferred,OPHTHALMIC MEDICATIONS
ALREX,Preferred,OPHTHALMIC MEDICATIONS
DUREZOL,Preferred,OPHTHALMIC MEDICATIONS
EYSUVIS,Non-Preferred,OPHTHALMIC MEDICATIONS
FML-FORTE,Preferred,OPHTHALMIC MEDICATIONS
"LOTEMAX, -SM GEL",Non-Preferred,OPHTHALMIC MEDICATIONS
LOTEMAX OINT,Preferred,OPHTHALMIC MEDICATIONS
loteprednol 0.5% ophth. susp. (Oceanside generic),Non-Preferred,OPHTHALMIC MEDICATIONS
VEXOL,Preferred,OPHTHALMIC MEDICATIONS
neomycin/polymyxin/bacitracin/hc ophth. oint. generic,Non-Preferred,OPHTHALMIC MEDICATIONS
neomycin/polymyxin/hc ophth. susp. generic,Non-Preferred,OPHTHALMIC MEDICATIONS
neomycin/polymyxin B sulfate/dexamethasone ophth. susp. generic,Preferred,OPHTHALMIC MEDICATIONS
TOBRADEX ST,Non-Preferred,OPHTHALMIC MEDICATIONS
tobramycin/dexamethasone ophth. susp. generic,Preferred,OPHTHALMIC MEDICATIONS
ZYLET,Preferred,OPHTHALMIC MEDICATIONS
acetazolamide ir generic,Preferred,OPHTHALMIC MEDICATIONS
acetazolamide sr generic,Preferred,OPHTHALMIC MEDICATIONS
ALPHAGAN-P 0.1%,Preferred,OPHTHALMIC MEDICATIONS
ALPHAGAN-P 0.15%,Preferred,OPHTHALMIC MEDICATIONS
apraclonidine generic,Non-Preferred,OPHTHALMIC MEDICATIONS
AZOPT,Non-Preferred,OPHTHALMIC MEDICATIONS
betaxolol ophth. generic,Preferred,OPHTHALMIC MEDICATIONS
BETIMOL,Non-Preferred,OPHTHALMIC MEDICATIONS
BETOPTIC S,Preferred,OPHTHALMIC MEDICATIONS
bimatoprost generic,Non-Preferred,OPHTHALMIC MEDICATIONS
brimonidine 0.2% generic,Preferred,OPHTHALMIC MEDICATIONS
brimonidine 0.15% generic,Non-Preferred,OPHTHALMIC MEDICATIONS
carteolol hcl generic,Preferred,OPHTHALMIC MEDICATIONS
COMBIGAN 5ml,Preferred,OPHTHALMIC MEDICATIONS
COMBIGAN 10ml,Non-Preferred,OPHTHALMIC MEDICATIONS
dorzolamide generic,Preferred,OPHTHALMIC MEDICATIONS
dorzolamide/timolol generic,Preferred,OPHTHALMIC MEDICATIONS
dorzolamide/timolol/pf generic,Preferred,OPHTHALMIC MEDICATIONS
IOPIDINE 1%,Preferred,OPHTHALMIC MEDICATIONS
ISOPTO CARBACHOL,Preferred,OPHTHALMIC MEDICATIONS
ISTALOL,Non-Preferred,OPHTHALMIC MEDICATIONS
IYUZEH,Non-Preferred,OPHTHALMIC MEDICATIONS
latanoprost generic,Preferred,OPHTHALMIC MEDICATIONS
levobunolol hcl generic,Preferred,OPHTHALMIC MEDICATIONS
LUMIGAN,Preferred,OPHTHALMIC MEDICATIONS
PHOSPHOLINE IODIDE,Preferred,OPHTHALMIC MEDICATIONS
pilocarpine ophthalmic generic,Non-Preferred,OPHTHALMIC MEDICATIONS
PILOPINE H.S.,Preferred,OPHTHALMIC MEDICATIONS
RHOPRESSA,Preferred,OPHTHALMIC MEDICATIONS
ROCKLATAN,Preferred,OPHTHALMIC MEDICATIONS
SIMBRINZA,Non-Preferred,OPHTHALMIC MEDICATIONS
timolol maleate generic,Preferred,OPHTHALMIC MEDICATIONS
TIMOPTIC OCUDOSE,Non-Preferred,OPHTHALMIC MEDICATIONS
TRAVATAN Z,Preferred,OPHTHALMIC MEDICATIONS
travoprost (Sandoz generic only),Preferred,OPHTHALMIC MEDICATIONS
VYZULTA,Non-Preferred,OPHTHALMIC MEDICATIONS
XELPROS,Non-Preferred,OPHTHALMIC MEDICATIONS
ZIOPTAN,Non-Preferred,OPHTHALMIC MEDICATIONS
azelastine ophth. generic,Non-Preferred,OPHTHALMIC MEDICATIONS
BEPREVE,Preferred,OPHTHALMIC MEDICATIONS
epinastine generic,Non-Preferred,OPHTHALMIC MEDICATIONS
LASTACAFT,Non-Preferred,OPHTHALMIC MEDICATIONS
olopatadine ophth. soln. generic,Preferred,OPHTHALMIC MEDICATIONS
ZERVIATE,Non-Preferred,OPHTHALMIC MEDICATIONS
ALOCRIL,Non-Preferred,OPHTHALMIC MEDICATIONS
ALOMIDE,Non-Preferred,OPHTHALMIC MEDICATIONS
cromolyn sodium ophthalmic generic,Preferred,OPHTHALMIC MEDICATIONS
ACUVAIL,Non-Preferred,OPHTHALMIC MEDICATIONS
atropine sulfate ophthalmic soln. generic,Preferred,OPHTHALMIC MEDICATIONS
AZASITE,Non-Preferred,OPHTHALMIC MEDICATIONS
bacitracin ophthalmic oint. generic,Non-Preferred,OPHTHALMIC MEDICATIONS
bromfenac ophth soln 0.09% generic,Non-Preferred,OPHTHALMIC MEDICATIONS
BROMSITE,Non-Preferred,OPHTHALMIC MEDICATIONS
CEQUA,Non-Preferred,OPHTHALMIC MEDICATIONS
CYCLOGYL 0.5%,Preferred,OPHTHALMIC MEDICATIONS
CYCLOGYL 2%,Non-Preferred,OPHTHALMIC MEDICATIONS
"cyclopentol 1%, 2% ophth soln generic",Preferred,OPHTHALMIC MEDICATIONS
CYSTADROPS,Preferred,OPHTHALMIC MEDICATIONS
CYSTARAN,Preferred,OPHTHALMIC MEDICATIONS
diclofenac ophth soln generic,Preferred,OPHTHALMIC MEDICATIONS
flurbiprofen ophth susp generic,Preferred,OPHTHALMIC MEDICATIONS
ILEVRO,Non-Preferred,OPHTHALMIC MEDICATIONS
ketorolac ophthalmic generic,Preferred,OPHTHALMIC MEDICATIONS
MIEBO,Non-Preferred,OPHTHALMIC MEDICATIONS
NATACYN,Non-Preferred,OPHTHALMIC MEDICATIONS
"neomycin/polymyxin/gramicidin ophthalmic soln. 
generic",Non-Preferred,OPHTHALMIC MEDICATIONS
NEVANAC,Non-Preferred,OPHTHALMIC MEDICATIONS
OXERVATE,Preferred,OPHTHALMIC MEDICATIONS
polymyxin/bacitracin ophthalmic ointment generic,Preferred,OPHTHALMIC MEDICATIONS
polymyxin/trimethoprim ophthalmic drops generic,Preferred,OPHTHALMIC MEDICATIONS
PROLENSA,Non-Preferred,OPHTHALMIC MEDICATIONS
RESTASIS MULTIDOSE,Non-Preferred,OPHTHALMIC MEDICATIONS
RESTASIS single dose vials,Preferred,OPHTHALMIC MEDICATIONS
sulfacetamide ophthalmic ointment generic,Non-Preferred,OPHTHALMIC MEDICATIONS
sulfacetamide ophthalmic drops generic,Preferred,OPHTHALMIC MEDICATIONS
tobramycin ophthalmic generic,Preferred,OPHTHALMIC MEDICATIONS
trifluridine generic,Preferred,OPHTHALMIC MEDICATIONS
TYRVAYA,Non-Preferred,OPHTHALMIC MEDICATIONS
VERKAZIA,Non-Preferred,OPHTHALMIC MEDICATIONS
VEVYE,Non-Preferred,OPHTHALMIC MEDICATIONS
XDEMVY,Non-Preferred,OPHTHALMIC MEDICATIONS
XIIDRA,Preferred,OPHTHALMIC MEDICATIONS
ZIRGAN,Non-Preferred,OPHTHALMIC MEDICATIONS
"albuterol for nebulization generic 2.5mg/3ml, 5mg/ml",Preferred,RESPIRATORY MEDICATIONS
"albuterol for nebulization generic 0.63mg/3ml, 
1.25mg/3ml",Non-Preferred,RESPIRATORY MEDICATIONS
albuterol sulfate tabs generic,Non-Preferred,RESPIRATORY MEDICATIONS
BROVANA,Non-Preferred,RESPIRATORY MEDICATIONS
levalbuterol neb generic,Non-Preferred,RESPIRATORY MEDICATIONS
PERFOROMIST,Non-Preferred,RESPIRATORY MEDICATIONS
SEREVENT DISKUS,Preferred,RESPIRATORY MEDICATIONS
STRIVERDI RESPIMAT,Non-Preferred,RESPIRATORY MEDICATIONS
terbutaline tabs generic,Non-Preferred,RESPIRATORY MEDICATIONS
theophylline generic,Preferred,RESPIRATORY MEDICATIONS
XOPENEX HFA,Non-Preferred,RESPIRATORY MEDICATIONS
VENTOLIN HFA,Preferred,RESPIRATORY MEDICATIONS
albuterol/ipratropium neb soln generic,Preferred,RESPIRATORY MEDICATIONS
ANORO ELLIPTA,Preferred,RESPIRATORY MEDICATIONS
ATROVENT HFA,Preferred,RESPIRATORY MEDICATIONS
BEVESPI,Non-Preferred,RESPIRATORY MEDICATIONS
BREZTRI,Non-Preferred,RESPIRATORY MEDICATIONS
COMBIVENT RESPIMAT,Non-Preferred,RESPIRATORY MEDICATIONS
DUAKLIR,Non-Preferred,RESPIRATORY MEDICATIONS
INCRUSE ELLIPTA,Non-Preferred,RESPIRATORY MEDICATIONS
ipratropium inhalation solution generic,Preferred,RESPIRATORY MEDICATIONS
SPIRIVA HANDIHALER,Preferred,RESPIRATORY MEDICATIONS
SPIRIVA RESPIMAT,Non-Preferred,RESPIRATORY MEDICATIONS
STIOLTO RESPIMAT,Preferred,RESPIRATORY MEDICATIONS
TRELEGY ELLIPTA,Non-Preferred,RESPIRATORY MEDICATIONS
TUDORZA,Non-Preferred,RESPIRATORY MEDICATIONS
YUPELRI,Non-Preferred,RESPIRATORY MEDICATIONS
ADVAIR HFA (12gm package size),Preferred,RESPIRATORY MEDICATIONS
ADVAIR DISKUS,Preferred,RESPIRATORY MEDICATIONS
AIRDUO RESPICLICK,Non-Preferred,RESPIRATORY MEDICATIONS
AIRSUPRA,Non-Preferred,RESPIRATORY MEDICATIONS
ALVESCO,Non-Preferred,RESPIRATORY MEDICATIONS
ARNUITY ELLIPTA,Preferred,RESPIRATORY MEDICATIONS
ASMANEX HFA,Preferred,RESPIRATORY MEDICATIONS
ASMANEX TWISTHALER,Preferred,RESPIRATORY MEDICATIONS
BREO ELLIPTA,Non-Preferred,RESPIRATORY MEDICATIONS
budesonide inhalation susp,Preferred,RESPIRATORY MEDICATIONS
DULERA (except 50-5mcg),Preferred,RESPIRATORY MEDICATIONS
fluticasone diskus generic,Non-Preferred,RESPIRATORY MEDICATIONS
fluticasone hfa generic,Preferred,RESPIRATORY MEDICATIONS
fluticasone/salmeterol inhaler (generic AIRDUO),Non-Preferred,RESPIRATORY MEDICATIONS
PULMICORT FLEXHALER,Non-Preferred,RESPIRATORY MEDICATIONS
QVAR REDIHALER,Preferred,RESPIRATORY MEDICATIONS
SYMBICORT,Preferred,RESPIRATORY MEDICATIONS
"montelukast chewables, tabs generic",Preferred,RESPIRATORY MEDICATIONS
montelukast granules generic,Preferred,RESPIRATORY MEDICATIONS
zafirlukast generic,Non-Preferred,RESPIRATORY MEDICATIONS
zileuton er generic,Non-Preferred,RESPIRATORY MEDICATIONS
ZYFLO IR,Non-Preferred,RESPIRATORY MEDICATIONS
carbinoxamine generic,Preferred,RESPIRATORY MEDICATIONS
