therapeutic_class,capsule_name,pdl_name,Unnamed: 3
CONTRACEPTIVES : COMBINATION CONTRACEPTIVES,Xulane,XULANE Patch Weekly,
ANTIDIABETICS : COMBINATIONS,Xultophy,XULTOPHY 100/3.6 Solution Pen-injector,
HEMATOLOGICAL AGENTS : ANTIHEMOPHILIC PRODUCTS,Xyntha,XYNTHA Kit,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,Xyrem,XYREM Solution,
PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS : MISC,Xywav,XYWAV Solution,
DERMATOLOGICALS : MISC,Ycanth,YCANTH Solution,
DERMATOLOGICALS : ANTIPSORIATICS,"Yesintek intravenous vial, Ulcerative Colitis (adult)",YESINTEK Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Yesintek prefilled syringe, Psoriatic Arthritis (adult)",YESINTEK Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Yesintek prefilled syringe, Psoriatic Arthritis (pediatric)",YESINTEK Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Yesintek prefilled syringe, Ulcerative Colitis (adult)",YESINTEK Solution Prefilled Syringe,
DERMATOLOGICALS : ANTIPSORIATICS,"Yesintek subcutaneous vial, Ulcerative Colitis (adult)",YESINTEK Solution Prefilled Syringe,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC - HORMONAL AND RELATED AGENTS,Yonsa tablet,YONSA Tablet,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Ankylosing Spondylitis,YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Crohn’s Disease (adult),YUFLYMA 1-PEN KIT Auto-injector Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Crohn’s Disease (pediatric),YUFLYMA 1-PEN KIT Auto-injector Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Hidradenitis Suppurativa,YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Plaque Psoriasis (adult),YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Polyarticular Juvenile Idiopathic Arthritis (PJIA),YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Psoriatic Arthritis (adult),YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Rheumatoid Arthritis,YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Ulcerative Colitis (adult),YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yuflyma Uveitis (adult),YUFLYMA 2-SYRINGE KIT Prefilled Syringe Kit,
ANTIASTHMATIC AND BRONCHODILATOR AGENTS : ANTICHOLINERGICS,Yupelri inhalation solution,YUPELRI Solution,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Ankylosing Spondylitis,YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Crohn’s Disease (adult),YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Crohn’s Disease (pediatric),YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Hidradenitis Suppurativa,YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Plaque Psoriasis (adult),YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Polyarticular Juvenile Idiopathic Arthritis (PJIA),YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Psoriatic Arthritis (adult),YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Rheumatoid Arthritis,YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Ulcerative Colitis (adult),YUSIMRY Solution Auto-injector,
TUMOR NECROSIS FACTOR ALPHA INHIBITORS AND MISC IMMUNOSUPPRESSIVES,Yusimry Uveitis (adult),YUSIMRY Solution Auto-injector,
CONTRACEPTIVES : COMBINATION CONTRACEPTIVES,Zafemy,ZAFEMY Patch Weekly,
MUSCULOSKELETAL THERAPY AGENTS,Zanaflex capsule,ZANAFLEX Capsule,
MUSCULOSKELETAL THERAPY AGENTS,Zanaflex tablet,ZANAFLEX Tablet,
HEMATOPOIETIC AGENTS : HEMATOPOIETIC GROWTH FACTORS,Zarxio,ZARXIO Solution Prefilled Syringe,
MIGRAINE PRODUCTS : CALCITONIN GENE-RELATED PEPTIDE (CGRP) RECEPTOR ANTAG,Zavzpret,ZAVZPRET Solution,
ULCER DRUGS / ANTISPASMODICS / ANTICHOLINERGICS : MISC,Zegerid,ZEGERID Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Zejula,ZEJULA Tablet,
ANTIVIRALS : HEPATITIS C AGENTS,Zepatier,ZEPATIER Tablet,
OPHTHALMIC AGENTS : OPHTHALMIC ANTIALLERGIC,Zerviate (Cetirizine) ophthalmic solution,ZERVIATE Solution,
ANTIVIRALS : ANTIRETROVIRALS (HIV),Ziagen,ZIAGEN Solution,
HEMATOPOIETIC AGENTS : HEMATOPOIETIC GROWTH FACTORS,Ziextenzo,ZIEXTENZO Solution Prefilled Syringe,
HEMATOLOGICAL AGENTS : MISC,Zilbrysq,ZILBRYSQ Solution Prefilled Syringe,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : MISC,Ziprasidone,ZIPRASIDONE HCL Capsule,
HYPNOTICS / SEDATIVES / SLEEP DISORDER AGENTS : NON - BENZODIAZEPINE HYPNOTICS,Zolpidem CR,ZOLPIDEM TARTRATE ER Tablet Extended-Release,
ANTICONVULSANTS,Zonisade,ZONISADE Suspension,
ANTICONVULSANTS,Ztalmy,ZTALMY Suspension,
ANTIDEPRESSANTS : MISC,Zurzuvae,ZURZUVAE Capsule,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC ENZYME INHIBITORS,Zydelig,ZYDELIG Tablet,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : DIBENZAPINES,Zyprexa,ZYPREXA Tablet,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : DIBENZAPINES,Zyprexa Relprevv,ZYPREXA RELPREVV Suspension Reconstituted,
ANTIPSYCHOTICS / ANTIMANIC AGENTS : DIBENZAPINES,Zyprexa Zydis,ZYPREXA ZYDIS Tablet Disintegrating,
ANTINEOPLASTICS AND ADJUNCTIVE THERAPIES : ANTINEOPLASTIC - HORMONAL AND RELATED AGENTS,Zytiga,ZYTIGA Tablet,
GLUCOSE MONITORING SUPPLIES : INSULIN INFUSION DISPOSABLE PUMP,iLet Bionic Pancreas System,ILET INSULIN PUMP Device,
