ST,Class
OR,Pulmonary: Pulmonary Arterial Hypertension Parenteral Drugs
OR,Renal: Phosphate Binders & Absorption Inhibitors
OR,Neurology: Other Stimulants
OR,Psychiatric: Antidepressants
OR,"Psychiatric: Antipsychotics, 1st Gen"
OR,"Psychiatric: Antipsychotics, 2nd Gen"
OR,"Psychiatric: Antipsychotics, Parenteral"
TN,ANALGESICS : Agents for Dependency
TN,ANALGESICS : Buprenorphine and Buprenorphine/Naloxone
TN,ANALGESICS : Transmucosal Fentanyl Products
TN,ANALGESICS : Naloxone Products
TN,ANALGESICS : Narcotic Agonist/Antagonists
TN,"ANALGESICS : Narcotics, Long-Acting "
TN,"ANALGESICS : Narcotics, Short-Acting "
TN,ANALGESICS : NSAIDs
TN,ANALGESICS : NSAID/Anti-Ulcer Agents
TN,ANALGESICS : Salicylates
TN,ANTI-INFECTIVES : Antibiotics: Agents for Diarrhea
TN,"ANTI-INFECTIVES : Antibiotics: Aminoglycosides, Oral"
TN,"ANTI-INFECTIVES : Antibiotics: Anti-Tuberculosis, Oral"
TN,ANTI-INFECTIVES : Antibiotics: Cephalosporins Third Generation
TN,"ANTI-INFECTIVES : Antibiotics: Lincosamides, Oral"
TN,ANTI-INFECTIVES : Antibiotics: Macrolides
TN,"ANTI-INFECTIVES : Antibiotics: Nitrofurans, Oral"
TN,ANTI-INFECTIVES : Antibiotics: Oxazolidinones
TN,"ANTI-INFECTIVES : Antibiotics: Quinolones, Oral"
TN,ANTI-INFECTIVES : Antibiotics: Tetracyclines
TN,"ANTI-INFECTIVES : Antibiotics: UTI Agents, Miscellaneous"
TN,"ANTI-INFECTIVES : Antibiotics, Vaginal"
TN,"ANTI-INFECTIVES : Antifungals, Oral"
TN,"ANTI-INFECTIVES : Antifungals, Vaginal"
TN,ANTI-INFECTIVES : Anti-Infectives: Anthelmintics
TN,"ANTI-INFECTIVES : Anti-Infectives: Antiprotozoals, Oral"
TN,ANTI-INFECTIVES : Antivirals: COVID Treatment
TN,ANTI-INFECTIVES : Antivirals: Cytomegalovirus Agents
TN,ANTI-INFECTIVES : Antivirals: Hepatitis B
TN,ANTI-INFECTIVES : Antivirals: Hepatitis C Antivirals
TN,ANTI-INFECTIVES : Antivirals: Hepatitis C Pegylated Interferons
TN,"ANTI-INFECTIVES : Antivirals: Herpes Agents, Oral"
TN,ANTI-INFECTIVES : Antivirals: HIV Attachment Inhibitors
TN,ANTI-INFECTIVES : Antivirals: HIV Capsid Inhibitors
TN,ANTI-INFECTIVES : Antivirals: HIV CCR5 Antagonists
TN,ANTI-INFECTIVES : Antivirals: HIV Fusion Inhibitors
TN,ANTI-INFECTIVES : Antivirals: HIV Integrase Inhibitors
TN,ANTI-INFECTIVES : Antivirals: HIV NNRTIs
TN,ANTI-INFECTIVES : Antivirals: HIV NRTIs
TN,ANTI-INFECTIVES : Antivirals: HIV NRTI Combos
TN,ANTI-INFECTIVES : Antivirals: HIV Pharmacokinetic Enhancers
TN,ANTI-INFECTIVES : Antivirals: HIV Protease Inhibitors
TN,ANTI-INFECTIVES : Antivirals: Influenza
TN,CARDIOVASCULAR : ACE Inhibitors (AEIs)
TN,CARDIOVASCULAR : ACEIs + Calcium Channel Blockers
TN,CARDIOVASCULAR : ACEIs + Diuretics
TN,CARDIOVASCULAR : Alpha-Beta Blockers
TN,CARDIOVASCULAR : Angiotensin II Receptor Antagonists (ARBs)
TN,CARDIOVASCULAR : ARB + Calcium Channel Blocker
TN,CARDIOVASCULAR : ARB + Diuretic
TN,CARDIOVASCULAR : ARB + Neprilysin Inhibitor
TN,CARDIOVASCULAR : Antianginals: Nitrates
TN,"CARDIOVASCULAR : Antiarrhythmics, Oral"
TN,"CARDIOVASCULAR : Anticoagulants, Injectable"
TN,"CARDIOVASCULAR : Anticoagulants, Oral"
TN,"CARDIOVASCULAR : Antihypertensives, Miscellaneous"
TN,CARDIOVASCULAR : Beta Blockers
TN,CARDIOVASCULAR : Calcium Channel Blockers (DHP)
TN,CARDIOVASCULAR : Calcium Channel Blockers (Non-DHP)
TN,"CARDIOVASCULAR : Cardiac Agents, Miscellaneous"
TN,CARDIOVASCULAR : Direct Renin Inhibitors
TN,CARDIOVASCULAR : Diuretics: Carbonic Anhydrase
TN,CARDIOVASCULAR : Diuretics: Loop
TN,CARDIOVASCULAR : Diuretics: Potassium Sparing
TN,CARDIOVASCULAR : Diuretics: Thiazide and Related
TN,"CARDIOVASCULAR : Hemostatics, Oral"
TN,CARDIOVASCULAR : Lipotropics: Antihyperlipidemic Agents
TN,CARDIOVASCULAR : Lipotropics: Bile Acid Sequestrant
TN,CARDIOVASCULAR : Lipotropics: Cholesterol Absorption Inhibitors
TN,CARDIOVASCULAR : Lipotropics: Combination Agents
TN,CARDIOVASCULAR : Lipotropics: Fibric Acid Derivatives
TN,CARDIOVASCULAR : Lipotropics: Niacin Derivatives
TN,CARDIOVASCULAR : Lipotropics: Omega-3 Fatty Acids
TN,CARDIOVASCULAR : Lipotropics: Low and Moderate Intensity Statins
TN,CARDIOVASCULAR : Lipotropics: High Intensity Statins
TN,CARDIOVASCULAR : Lipotropics: Statin + Calcium Channel Blocker
TN,CARDIOVASCULAR : Pheochromocytoma Agents
TN,CARDIOVASCULAR : Platelet Inhibitors
TN,CARDIOVASCULAR : Pulmonary Arterial Hypertension (PAH) Agents
TN,CARDIOVASCULAR : Pulmonary Fibrosis Agents
TN,"CARDIOVASCULAR : Thrombopoietin Agonists, Orals"
TN,CARDIOVASCULAR : Vasopressors
TN,CENTRAL NERVOUS SYSTEM : Agents for Neuropathic Pain and Fibromyalgia 
TN,CENTRAL NERVOUS SYSTEM : Agents for Restless Leg Syndrome (RLS)
TN,CENTRAL NERVOUS SYSTEM : Alzheimer’s: Cholinesterase Inhibitors
TN,CENTRAL NERVOUS SYSTEM : Alzheimer’s: NMDA Receptor Agent
TN,CENTRAL NERVOUS SYSTEM : Analeptics
TN,CENTRAL NERVOUS SYSTEM : Antiparkinson Agents: Adenosine Antagonists
TN,CENTRAL NERVOUS SYSTEM : Antiparkinson Agents: COMT Inhibitors
TN,CENTRAL NERVOUS SYSTEM : Antiparkinson Agents: Dopamine Agents
TN,CENTRAL NERVOUS SYSTEM : Antiparkinson Agents: Levodopa Combinations
TN,CENTRAL NERVOUS SYSTEM : Antiparkinson Agents: MAOI-Bs
TN,CENTRAL NERVOUS SYSTEM : Antiparkinson Agents: NMDA Antagonists
TN,CENTRAL NERVOUS SYSTEM : Anti-Anxiety and Anti-Panic Agents
TN,CENTRAL NERVOUS SYSTEM : Anti-anxiety Agents (continued)
TN,CENTRAL NERVOUS SYSTEM : Anticonvulsants
TN,CENTRAL NERVOUS SYSTEM : Movement Disorders
TN,CENTRAL NERVOUS SYSTEM : Antidepressants: MAOIs
TN,CENTRAL NERVOUS SYSTEM : Antidepressants: New Generation
TN,CENTRAL NERVOUS SYSTEM : Antidepressants: SNRIs
TN,CENTRAL NERVOUS SYSTEM : Antidepressants: SSRI
TN,CENTRAL NERVOUS SYSTEM : Antidepressants: Tricyclics
TN,CENTRAL NERVOUS SYSTEM : Antihyperkinesis: Stimulants
TN,CENTRAL NERVOUS SYSTEM : Antihyperkinesis: Non-Stimulants
TN,CENTRAL NERVOUS SYSTEM : Agents for Narcolepsy
TN,CENTRAL NERVOUS SYSTEM : Antimigraine Preparations: CGRP Antagonists
TN,CENTRAL NERVOUS SYSTEM : Antimigraine: Ergotamine Derivatives
TN,CENTRAL NERVOUS SYSTEM : Antimigraine: Barbiturate Combination Agents
TN,CENTRAL NERVOUS SYSTEM : Antimigraine: Selective 5-HT1 Agonists
TN,CENTRAL NERVOUS SYSTEM : Atypical Antipsychotic/SSRI Combos
TN,CENTRAL NERVOUS SYSTEM : Atypical Antipsychotics
TN,CENTRAL NERVOUS SYSTEM : Miscellaneous CNS Agents
TN,CENTRAL NERVOUS SYSTEM : Mood Stabilizers
TN,CENTRAL NERVOUS SYSTEM : Sedative Hypnotics
TN,CENTRAL NERVOUS SYSTEM : Skeletal Muscle Relaxants
TN,CENTRAL NERVOUS SYSTEM : Typical Antipsychotics
TN,"DERMATOLOGICS : Acne Agents, Topical "
TN,"DERMATOLOGICS : Agents for Burns, Topical"
TN,"DERMATOLOGICS : Agents for Rosacea, Topical "
TN,"DERMATOLOGICS : Anesthetics, Topical"
TN,"DERMATOLOGICS : Antibiotics, Topical"
TN,"DERMATOLOGICS : Antifungal Agents, Topical"
TN,"DERMATOLOGICS : Antineoplastics, Topical"
TN,"DERMATOLOGICS : Antipruritics/Antihistamines, Topical"
TN,"DERMATOLOGICS : Antipsoriatics, Oral"
TN,"DERMATOLOGICS : Antipsoriatics, Topical"
TN,DERMATOLOGICS : Antiseborrheic Agents
TN,"DERMATOLOGICS : Antivirals, Topical"
TN,"DERMATOLOGICS : Atopic Dermatitis, Topical"
TN,DERMATOLOGICS : Emollients
TN,DERMATOLOGICS : Genital Warts
TN,DERMATOLOGICS : Keratolytic Agents
TN,DERMATOLOGICS : Pediculocides/Scabicides
TN,"DERMATOLOGICS : Retinoids, Oral"
TN,"DERMATOLOGICS : Retinoids, Topical"
TN,DERMATOLOGICS : Topical Steroids: Least Potent
TN,DERMATOLOGICS : Topical Steroids: Mild
TN,DERMATOLOGICS : Topical Steroids: Lower Mid-Strength
TN,DERMATOLOGICS : Topical Steroids: Mid-Strength
TN,DERMATOLOGICS : Topical Steroids: Upper Mid-Strength
TN,DERMATOLOGICS : Topical Steroids: Potent
TN,DERMATOLOGICS : Topical Steroids: Super Potent
TN,"DERMATOLOGICS : Wound Care, Topical"
TN,DIABETIC SUPPLIES : Blood Glucose Meters and Test Strips  (OTC)
TN,DIABETIC SUPPLIES : Continuous Glucose Monitors and Supplies
TN,DIABETIC SUPPLIES : Insulin Management Systems
TN,DIABETIC SUPPLIES : Insulin Syringes and Pen Needles (OTC)
TN,ENDOCRINE/METABOLIC AGENTS : Adrenocorticotropins
TN,ENDOCRINE/METABOLIC AGENTS : Agents for Dyspareunia
TN,ENDOCRINE/METABOLIC AGENTS : Agents for Gout
TN,ENDOCRINE/METABOLIC AGENTS : Androgens
TN,ENDOCRINE/METABOLIC AGENTS : Bone: Bisphosphonate
TN,ENDOCRINE/METABOLIC AGENTS : Bone: Calcitonin
TN,ENDOCRINE/METABOLIC AGENTS : Bone: Parathyroid Hormone
TN,ENDOCRINE/METABOLIC AGENTS : Bone: SERMs
TN,"ENDOCRINE/METABOLIC AGENTS : Contraceptives, Non-Oral"
TN,"ENDOCRINE/METABOLIC AGENTS : Contraceptives, Oral"
TN,"ENDOCRINE/METABOLIC AGENTS : Corticosteroids, Oral"
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Alpha-Glucosidase Inhibitors
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Amylin Analogs
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Biguanides
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: DPP-4 Inhibitors and Combinations
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Rapid-Acting Insulins
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Intermediate-Acting Insulins
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Mixed Insulins
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Long-Acting Insulins
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Meglitinides
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: SGLT2 Inhibitors and Combinations
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Sulfonylureas and Combinations
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: TZDs and Combinations
TN,ENDOCRINE/METABOLIC AGENTS : Diabetes: Glucagon Agents
TN,ENDOCRINE/METABOLIC AGENTS : GLP-1 Agonists
TN,ENDOCRINE/METABOLIC AGENTS : GnRH Agonist/Antagonist & LNRH Analogs
TN,ENDOCRINE/METABOLIC AGENTS : GnRH Agonists / LHRH Analogs
TN,ENDOCRINE/METABOLIC AGENTS : Growth Hormone Agents PA
TN,ENDOCRINE/METABOLIC AGENTS : Hematopoietic Agents
TN,"ENDOCRINE/METABOLIC AGENTS : Estrogen/Progestin, Oral"
TN,"ENDOCRINE/METABOLIC AGENTS : Estrogen / Progestin, Transdermal"
TN,"ENDOCRINE/METABOLIC AGENTS : Estrogens, Transdermal"
TN,"ENDOCRINE/METABOLIC AGENTS : Estrogens, Vaginal"
TN,ENDOCRINE/METABOLIC AGENTS : Estrogen/SERM Combinations
TN,"ENDOCRINE/METABOLIC AGENTS : Progestins, Oral"
TN,ENDOCRINE/METABOLIC AGENTS : Hyperparathyroid Agents
TN,ENDOCRINE/METABOLIC AGENTS : NK3 Antagonists
TN,ENDOCRINE/METABOLIC AGENTS : Vasopressor Antagonists
TN,"GASTROINTESTINAL : 5-ASA Derivatives, Oral"
TN,GASTROINTESTINAL : Agents for Chronic Constipation
TN,GASTROINTESTINAL : Agents for Irritable Bowel Syndrome (IBS)
TN,GASTROINTESTINAL : Antidiarrheals
TN,GASTROINTESTINAL : Antiemetics: 5-HT3 Receptor Antagonists
TN,GASTROINTESTINAL : Antiemetics: Anticholinergics
TN,GASTROINTESTINAL : Antiemetics: Delta-9-THC Derivatives
TN,GASTROINTESTINAL : Antiemetics: NK-1 Antagonists
TN,GASTROINTESTINAL : Antiemetics: Miscellaneous
TN,GASTROINTESTINAL : Antispasmodics/Anticholinergics
TN,GASTROINTESTINAL : Combination Products for H. pylori
TN,GASTROINTESTINAL : Fecal Microbiota
TN,GASTROINTESTINAL : Gallstone Solubilizing Agents
TN,GASTROINTESTINAL : Hepatotrophics
TN,"GASTROINTESTINAL : Inflammatory Bowel Disease, Miscellaneous Agents"
TN,GASTROINTESTINAL : Laxatives
TN,GASTROINTESTINAL : Motility Agents
TN,GASTROINTESTINAL : Mucosal Protectants
TN,IMMUNOLOGICS : Allergen Specific Immunotherapy
TN,IMMUNOLOGICS : Anti-Rheumatic: Kinase Inhibitors
TN,IMMUNOLOGICS : Disease Modifying Anti-Rheumatic Drugs (DMARDs)
TN,IMMUNOLOGICS : Immunomodulators: TNF Inhibitors
TN,IMMUNOLOGICS : Immunomodulators: Interleukin Inhibitors
TN,IMMUNOLOGICS : Immunomodulators: Miscellaneous
TN,IMMUNOLOGICS : Immunosuppressants
TN,IMMUNOLOGICS : Lupus and Lupus Nephritis Agents
TN,"IMMUNOLOGICS : Multiple Sclerosis Agents, Injectable"
TN,"IMMUNOLOGICS : Multiple Sclerosis (MS) Agents, Oral"
TN,IMMUNOLOGICS : Respiratory and Allergy Biologics
TN,MISCELLANEOUS : Oral Iron Chelators
TN,MISCELLANEOUS : Oral Iron Supplements
TN,MISCELLANEOUS : Saliva Stimulating Agents
TN,ONCOLOGY AGENTS : Acute Myeloid Leukemia (AML) Agents
TN,ONCOLOGY AGENTS : Antimetabolites
TN,"ONCOLOGY AGENTS : Colorectal Cancer Agents, Miscellaneous"
TN,ONCOLOGY AGENTS : EGFR Inhibitors
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: ALK
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: BCR-ABL Kinase
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: BRAF Kinase & MEK
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: BTK
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: CDK
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: FGFR
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: HER2 Targeted Therapies
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: Isocitrate Dehydrogenase (IDH)
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: KRAS
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: MET
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: MTOR
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: PARP Inhibitors
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: RET
TN,ONCOLOGY AGENTS : Enzyme Inhibitors: Tropomyosin Receptor Kinase (TRK)
TN,ONCOLOGY AGENTS : Hormonal Agents: Aromatase Inhibitors
TN,ONCOLOGY AGENTS : Hormonal Agents: Anti-Androgens Second Generation
TN,ONCOLOGY AGENTS : Hormonal Agents: GnRH Agonists & LNRH Analogs
TN,ONCOLOGY AGENTS : Hormonal Agents: SERM/SERD
TN,ONCOLOGY AGENTS : Multikinase Inhibitors: Renal and Thyroid Cancers
TN,ONCOLOGY AGENTS : Multiple Myeloma Agents
TN,ONCOLOGY AGENTS : Myelofibrosis
TN,ONCOLOGY AGENTS : PI3K Inhibitors
TN,ONCOLOGY AGENTS : Rare/Miscellaneous Oncology Conditions
TN,OPHTHALMICS : Dry Eye Disease Agents
TN,OPHTHALMICS : Ophthalmic Alpha-2 Agonists
TN,OPHTHALMICS : Ophthalmic Antibiotics
TN,OPHTHALMICS : Ophthalmic Antibiotic/Steroid Combos
TN,OPHTHALMICS : Ophthalmic Antivirals
TN,OPHTHALMICS : Ophthalmic Anti-Allergics
TN,OPHTHALMICS : Ophthalmic Beta Blockers
TN,OPHTHALMICS : Ophthalmic Carbonic Anhydrase Inhibitors
TN,OPHTHALMICS : Ophthalmic Kinase Inhibitors
TN,OPHTHALMICS : Glaucoma Combinations
TN,OPHTHALMICS : Miotics
TN,OPHTHALMICS : Miscellaneous Ophthalmics
TN,OPHTHALMICS : Ophthalmic NSAIDs 
TN,OPHTHALMICS : Ophthalmic Prostaglandin Agonists
TN,OPHTHALMICS : Ophthalmic Steroids
TN,OPHTHALMICS : Ophthalmic Vasoconstrictors
TN,OTICS : Otic Quinolones
TN,OTICS : Otic Steroid/Antibiotic Combinations
TN,OTICS : Miscellaneous Otics
TN,RARE CONDITIONS : Amyotrophic Lateral Sclerosis (ALS)
TN,RARE CONDITIONS : Antineutrophil Cytoplasmic Autoantibody (ANCA)
TN,RARE CONDITIONS : CHAPLE Disease
TN,RARE CONDITIONS : Duchenne Muscular Dystrophy (DMD)
TN,RARE CONDITIONS : Fatty Acid Oxidation Disorder (FAOD)
TN,RARE CONDITIONS : Fibrodysplasia ossificans progressive (FOP)
TN,RARE CONDITIONS : Friedreich's Ataxia
TN,RARE CONDITIONS : Glucagon-Like Peptide-2 (GLP-2) Analog
TN,RARE CONDITIONS : Hereditary Angioedema (HAE) Agents
TN,RARE CONDITIONS : Homocystinuria Agents
TN,RARE CONDITIONS : Hutchinson-Gilford Progeria Syndrome
TN,RARE CONDITIONS : Hyperoxaluria Agents
TN,RARE CONDITIONS : Hypophosphatasia (HPP) Agents
TN,RARE CONDITIONS : IBAT (Ileal Bile Acid Transporter) Inhibitors
TN,RARE CONDITIONS : IgA Nephropathy (IgAN)
TN,RARE CONDITIONS : Lambert-Eaton Myasthenic Syndrome (LEMS)
TN,RARE CONDITIONS : Leptin Deficiency
TN,RARE CONDITIONS : Lysosomal Storage Disease
TN,RARE CONDITIONS : Myasthenia Gravis
TN,RARE CONDITIONS : Paroxysmal Nocturnal Hemoglobinuria (PNH)
TN,RARE CONDITIONS : Phenylketonuria (PKU)
TN,RARE CONDITIONS : PIK3CA-Related Overgrowth Spectrum (PROS)
TN,RARE CONDITIONS : Pyruvate Kinase (PK) Deficiency
TN,RARE CONDITIONS : Rett Syndrome
TN,RARE CONDITIONS : Sickle Cell Disease
TN,RARE CONDITIONS : Somatostatins and Related Agents
TN,RARE CONDITIONS : Spinal Muscular Atrophy (SMA)
TN,RARE CONDITIONS : Transthyretin Amyloidosis Agents
TN,RARE CONDITIONS : Tyrosinemia Type 1
TN,RARE CONDITIONS : Urea Cycle Disorders
TN,RARE CONDITIONS : Wilson Disease
TN,RARE CONDITIONS : WHIM Syndrome
TN,RENAL AND GENITOURINARY : Alpha Blockers for BPH
TN,RENAL AND GENITOURINARY : Androgen Hormone Inhibitors
TN,RENAL AND GENITOURINARY : Agents for BPH
TN,RENAL AND GENITOURINARY : Phosphorus Depletors
TN,RENAL AND GENITOURINARY : Kidney Stone Agents
TN,RENAL AND GENITOURINARY : Urinary Tract Antispasmodics
TN,RESPIRATORY : Anaphylaxis Therapy Agents
TN,"RESPIRATORY : Anticholinergics, Nasal"
TN,"RESPIRATORY : Antihistamines, Nasal"
TN,"RESPIRATORY : Antihistamines: Non-Sedating, Oral (Covered for recipients < 21 years old only)"
TN,"RESPIRATORY : Antitussives, Non-Narcotic"
TN,"RESPIRATORY : Cystic Fibrosis Agents, Inhaled/Injectable"
TN,"RESPIRATORY : Cystic Fibrosis Agents, Oral"
TN,RESPIRATORY : Inhaled: Anticholinergics and Anticholinergic Combinations
TN,RESPIRATORY : Inhaled: Beta Agonists-Corticosteroid Combination Products
TN,"RESPIRATORY : Inhaled: Beta Agonists, Long Acting"
TN,"RESPIRATORY : Inhaled: Beta Agonists, Short Acting"
TN,"RESPIRATORY : Inhaled: Nebulizers, Beta Agonists"
TN,"RESPIRATORY : Inhaled: Nebulizers, Mast Cell Stabilizers"
TN,RESPIRATORY : Inhaled: Steroids
TN,RESPIRATORY : Intranasal: Steroids
TN,RESPIRATORY : Leukotriene Modifiers
TN,RESPIRATORY : Miscellaneous: OTC Products
TN,RESPIRATORY : Phosphodiesterase 4 (PDE-4) Inhibitors
TN,SMOKING CESSATION AGENTS : Smoking Cessation Agents
TN,VITAMINS/ELECTROLYTES : Folic Acid Preparations
TN,VITAMINS/ELECTROLYTES : Potassium Depletors
TN,VITAMINS/ELECTROLYTES : Vitamin B Products
TN,VITAMINS/ELECTROLYTES : Vitamin K Products
UT,Analgesics: Non-Steroidal Anti-Inflammatory Drugs (NSAIDs)
UT,Analgesics: Short Acting Opioids
UT,Analgesics: Long Acting Opioids
UT,Analgesics: Opioid Combinations
UT,Analgesics: Opioid Use Disorder Treatments
UT,Androgens: Topical Androgens
UT,Androgens: Misc Androgens
UT,Antibiotics: 3rd Generation Cephalosporins
UT,Antibiotics: Quinolones
UT,Antibiotics: Tetracyclines
UT,Anticoagulants: Oral
UT,Anticoagulants: Injectable
UT,Antidiabetics: Short Acting Insulin
UT,Antidiabetics: Intermediate Acting Insulin
UT,Antidiabetics: Long Acting Insulin
UT,Antidiabetics: Insulin Mixtures
UT,Antidiabetics: Sulfonylurea Combinations
UT,Antidiabetics: GLP-1 Agonists
UT,Antidiabetics: DPP- 4 Inhibitors
UT,Antidiabetics: DPP- 4 Inhibitor Combinations
UT,Antidiabetics: SGLT-2 Inhibitors
UT,Antidiabetics: SGLT-2 Inhibitor Combinations
UT,Antidiabetics: Glucagon Products
UT,Antifungals: Oral
UT,Antihemophilia: Factor VIII
UT,Antihemophilia: Factor VIII/von Willebrand Factor
UT,Antihemophilia: Factor IX
UT,Antihistamines: 1st Generation
UT,Antihistamines: 2nd Generation
UT,Anti-infectives (NOS): Amebicide & Antiprotozoal Agents
UT,Anti-infectives (NOS): Antimalarials
UT,Anti-infectives (NOS): Vaginal
UT,Antivirals: Anti-Influenza - Oral
UT,"Antivirals: Antiretrovirals - Entry, Fusion Inhibitors"
UT,Antivirals: Antiretrovirals - Integrase Inhibitors
UT,Antivirals: Antiretrovirals - Non-Nucleoside Reverse Transcriptase Inhibitors (NNRTIs)
UT,Antivirals: Nucleoside/Nucleotide Reverse Transcriptase Inhibitors (NRTIs)
UT,Antivirals: Protease Inhibitors
UT,Antivirals: Antiretrovirals- Combination Products
UT,Hepatitis C: Direct Acting Antivirals (DAAs)
UT,"Herpes Simplex, Varicella Zoster, & Cytomegalovirus: Direct Acting Antivirals (DAAs)"
UT,Appetite Stimulants: Direct Acting Antivirals (DAAs)
UT,Bile Acid Sequestrants: Direct Acting Antivirals (DAAs)
UT,Bone Density Regulators: Direct Acting Antivirals (DAAs)
UT,Cardiovascular: Antianginal Agents
UT,Cardiovascular: HMG Co-A Reductase Inhibitors (“ Statins”)
UT,Cardiovascular: Cholesterol-Lowering Combinations
UT,Cardiovascular: PCSK-9 Inhibitors
UT,Cardiovascular: Fibrates
UT,Cardiovascular: Miscellaneous Antihyperlipidemics
UT,Cardiovascular: Alpha/Beta-Adrenergic Blocking Agents
UT,Cardiovascular: Angiotensin Converting Enzyme (ACE) Inhibitors
UT,Cardiovascular: Angiotensin Converting Enzyme (ACE) Inhibitor Combinations
UT,Cardiovascular: Angiotensin Receptor Blockers (ARBs)
UT,Cardiovascular: Angiotensin Receptor Blocker (ARB) + Thiazide Combinations
UT,Cardiovascular: Angiotensin Receptor Blocker (ARB) Combinations - Other
UT,Cardiovascular: Beta-Adrenergic Blocking Agents - Cardio Selective
UT,Cardiovascular: Beta-Adrenergic Blocking Agents - Cardio Nonselective
UT,Cardiovascular: Beta-Adrenergic Blocking Agent Combinations
UT,Cardiovascular: Calcium Channel Blocking Agents
UT,Cardiovascular: Diuretics - Loop
UT,Cardiovascular: Diuretics - Potassium Sparing & Combination
UT,Cardiovascular: Platelet Aggregation Inhibitors
UT,"Cardiovascular: Platelet Aggregation Inhibitors-Miscellaneous, Combinations"
UT,Central Nervous System: Antidementia Agents - Oral
UT,Central Nervous System: Antidementia Agents - Topical
UT,Central Nervous System: Hypnotics - Benzodiazepines
UT,"Central Nervous System: Hypnotics - Non Benzodiazepines, Non Barbiturates"
UT,Mental Health: Short Acting ADHD Stimulants
UT,Mental Health: Long Acting ADHD Stimulants
UT,Mental Health: Non-Stimulants for ADHD
UT,Mental Health: Anticonvulsants
UT,Mental Health: Atypical Antipsychotics
UT,Mental Health: Antidepressants - SSRI/SNRI
UT,Mental Health: Antidepressants -TCAs
UT,Mental Health: Antidepressants - Miscellaneous
UT,Mental Health: Anxiolytic Benzodiazepines
UT,Mental Health: Wakefulness Promoting Agents
UT,Contraceptives: Low Dose and Mono-phasic - Oral
UT,Contraceptives: Bi-phasic - Oral
UT,Contraceptives: Tri-phasic and Multi-phasic - Oral
UT,Contraceptives: Extended and Continuous Cycle - Oral
UT,Cytokine Modulators: Immunomodulators
UT,Dermatological: Topical Acne Products - Antibiotics & Combinations
UT,Dermatological: Topical Acne Products - Retinoids
UT,Dermatological: Topical Acne Products - Miscellaneous
UT,Dermatological: Oral Acne Products
UT,Dermatological: Topical Antifungals
UT,Dermatological: Topical Antivirals
UT,Dermatological: Atopic Dermatitis (Non-Steroidal)
UT,Dermatological: Very Potent - Corticosteroids
UT,Dermatological: Potent - Corticosteroids
UT,Dermatological: Midstrength - Corticosteroids
UT,Dermatological: Mild - Corticosteroids
UT,Dermatological: Steroid/Antifungal Combinations
UT,Dermatological: Local Anesthetic Agents
UT,Dermatological: Scabicides/Pediculicides
UT,Diagnostic Products: Diabetic Continuous Glucose Monitors
UT,Diagnostic Products: Diabetic Glucose Meters
UT,Diagnostic Products: Diabetic Testing Strips
UT,Diagnostic Products: Diabetic Testing Lancets
UT,Epinephrine: Injection Devices
UT,Estrogens: Oral Single Ingredient
UT,Estrogens: Oral Combination
UT,Estrogens: Topical & Miscellaneous
UT,Estrogens: Vaginal
UT,Gastrointestinal (GI): Antiemetics - Anticholinergics
UT,Gastrointestinal (GI): Bowel Evacuant Combinations
UT,Gastrointestinal (GI): PAMORAs
UT,Gastrointestinal (GI): Oral - Inflammatory Bowel Agents
UT,Gastrointestinal (GI): Rectal - Inflammatory Bowel Agents
UT,Gastrointestinal (GI): Irritable Bowel Syndrome Agents
UT,Gastrointestinal (GI): Pancreatic Enzymes
UT,Gastrointestinal (GI): Phosphate Binders
UT,Gastrointestinal (GI): Proton Pump Inhibitors
UT,Gout: Acute Gout
UT,Gout: Chronic Gout
UT,Growth Hormone: Chronic Gout
UT,Hematopoietics: Erythropoiesis Stimulating Agents (ESAs)
UT,Hematopoietics: Granulocyte Colony Stimulating Factors (G-CSFs)
UT,Immune Globulin: Granulocyte Colony Stimulating Factors (G-CSFs)
